users,text
MarcelB34770964,@realDonaldTrump In other words save his ass from being locked up . Biden 2020💙💙
boys3mom,@realDonaldTrump How immature you are. Nothing Presidential about you. SMH. Can’t wait for a real man to become POT… https://t.co/HZU8j4keSF
SandyLee0528,RT @murray_nyc: @realDonaldTrump @CoryBooker Who has more class &amp; credibility?
wnowik,@realDonaldTrump https://t.co/J1NIa1XKnf
JesseAAllard,@realDonaldTrump https://t.co/4O0TGkpkEN
littlp0,@realDonaldTrump Why should anyone give you a second chance at making America great again when you so badly botched… https://t.co/aMCTrwgGvC
LIVE4SOMETHIN,@realDonaldTrump https://t.co/AfzLTfHvQ8
LillemorMillior,"@realDonaldTrump Covid-19 has so far cost over 210,000 lives in the United States. The spread of infection is not y… https://t.co/GZKoY6EfQH"
LotharMaiwald,@realDonaldTrump @OANN You started it f..I wad
Ec773312,@realDonaldTrump https://t.co/5nG6O4ak62
benskoschella,@realDonaldTrump stay the fuck away from GA please
fakebuddyrich,"@realDonaldTrump @POTUS So is ACB just a cheap replacement for Michael Cohen? Cept Donald doesn't pay her, or did he?"
TKofNJ,@realDonaldTrump #VoteBlueToEndThisNightmare  #BidenHarris2020 #DumpTrump2020
tsecor,@realDonaldTrump Give the people more than $1200. Its our money!!!!
henrydeary,"@realDonaldTrump Strong  military like you win world war 3, just food on the table and jobs, affordable health care"
Elviraofoz,@realDonaldTrump Bring it or zip it. By the way. Mexico's not paying for your phucking wall https://t.co/4SWI2ZMz1G
Ec773312,@realDonaldTrump https://t.co/IFDh7bdGjK
retireddude1,@realDonaldTrump https://t.co/KFj64pLVaU
MeadowLocke,RT @mik5178: @realDonaldTrump #VoteBlueToEndThisNightmare  #VoteBidenHarrisToSaveAmerica https://t.co/y8LYqMr4yl
WIMom2girls,"@realDonaldTrump The 2nd Amendment isn’t in jeporady! Voting Trump, puts the health and safety of all Americans at… https://t.co/9NDcDXXNss"
samueldandy5,@realDonaldTrump TRUMP IS LOOSING TREMENDOUSLY.CONTINUE VOTING HIM OUT.SEE EVEN JOHNSON AND JOHNSON HAS STOPED RUSH… https://t.co/3eLYkU1hIt
krishnakanth,"@realDonaldTrump 4 years, you made it worst from normal.. Make trump fool again"
AMusarana,@realDonaldTrump EL VELO NEGRO QUE NOS ENGOLFA HOY SOLO PUEDE DECIR  LIBERTAD QYUE MAS HONRA QUE ESO CUANDO LAS PAL… https://t.co/vFUUP0ctl2
davo33r,"@realDonaldTrump Biden better hope Cuomo isn’t Governor. Putting 11,000 seniors to death by biological warfare agai… https://t.co/rX6hdKl5Rw"
TheKingsJob,RT @steviesburner2: @realDonaldTrump Trump and Biden during the next debate https://t.co/5Cds6DhUhz
Ironmikeonly1,@realDonaldTrump talk with Amy Coney Barrett ... #SCOTUSHearing
Barbara12689822,"@realDonaldTrump Military? Vets? 2nd ammendment is Constitutional, move along Donald."
Dr_House_84,@realDonaldTrump I remember before Obamacare paying 14 dollars a week for health care and low copays. That quickly… https://t.co/HtoxolZTRC
jackclementi51,"RT @egheitasean: @realDonaldTrump Yeah, in just 2 weeks, right? You realize you've been promising us better, cheaper healthcare since 2015.…"
SandyLee0528,RT @scientificrealm: @realDonaldTrump @CoryBooker https://t.co/kzsG5nuv2y
JesseAAllard,@realDonaldTrump https://t.co/EUiWzo7Txv
PowerUp4AChange,RT @scientificrealm: @realDonaldTrump https://t.co/wj6KbNUwmw
NikosDT,@realDonaldTrump You meant of the White House https://t.co/D6MSmrZfRl
pjsecluded,@realDonaldTrump https://t.co/6XyQaIJnBq
logyideal,"@realDonaldTrump That is simply not true, you'd better to win."
Gingertarian87,@realDonaldTrump https://t.co/BAzVy8W45z
onlythefactssir,"RT @waltshaub: @realDonaldTrump You have filed a brief asking the court to take away coverage of preexisting conditions, you liar."
LenaWasntHere,@realDonaldTrump pushes conspiracy theories and misinformation.  #TrumpIsALiar #TrumpIsALoser https://t.co/KWcFfYOGP7
Ec773312,@realDonaldTrump https://t.co/VjIyvcpmVk
kewhi_83,@realDonaldTrump Oh good you landed safely. https://t.co/S3gMP5QLLr
rgndelias,"@realDonaldTrump learn how to drink water first, then talk... u look like a turkey with that hanging 5chin"
USBCable,@realDonaldTrump The man with NO Plan .
AnnenBrittin,"@realDonaldTrump @POTUS You're lying again. Your lies may have worked in 2016 but we all know what you're about, wh… https://t.co/SSQTuk6bO0"
FlokiHades,"@realDonaldTrump This woman is part of NIAC (Islamic Republic lobby in US). We Iranians raised this many times, tha… https://t.co/7hQSyekfWr"
CodyLSmallwood,RT @FOOL_NELSON: @realDonaldTrump was impeached because this email exists. https://t.co/ydbViWAz2x
Roxy81219974,RT @onlytruthhere: @realDonaldTrump https://t.co/kd5lxxbW9a
donnaje07071945,RT @scientificrealm: @realDonaldTrump https://t.co/XT6u2j9qxV
MariaDeLaRosaR1,RT @jackedmayhem: @realDonaldTrump Fuck no #TrumpGraveDancer 👎 https://t.co/Vr30Vz0jL6
DonLongIsland,@realDonaldTrump Your conspiracy theory of unmasking today proved to be one big fat lie. You lie about everything b… https://t.co/8XtfErpTp1
Big_Kell,"@realDonaldTrump In order for Biden to be X president he would first have to be president, so that means he would b… https://t.co/aV6CJPLa4a"
truth21601280,@realDonaldTrump Turn over your Maga hat and you'll see who loves China https://t.co/vuzVgQ9awP
otorio24,"RT @itsJeffTiedrich: @realDonaldTrump you had four years to make America quote-unquote ""great"" and now everything is in pieces. who could h…"
simm2dawg,"RT @mmpadellan: @realDonaldTrump Voter suppression going on in Georgia, disproportionately affecting people of color -- the SAME people of…"
mmcqck1,@realDonaldTrump Now burn Rhodes masks and get out there and live (at least for a while)
bkhytes,@realDonaldTrump Sir... sir really? You are the one whos gonna end up dying  first
Nelson92793164,@realDonaldTrump Umm the vets hate you.
eilrdd1,@realDonaldTrump  You are really trying to push the stimulus Checks..Thank You and God
UelkC,RT @jdwickie: @realDonaldTrump https://t.co/ovnBW0d2G1
donnaje07071945,RT @scientificrealm: @realDonaldTrump https://t.co/YRKLnqcEnl https://t.co/dkxqP85MCg
Moparpro440,@realDonaldTrump Trump trying to get Hurd from his cult and they are so dumb that they doing it trumps still infect… https://t.co/dN4S3ArEoz
Parman311,@realDonaldTrump Hahahaha!! #TrumpGraveDancer
Unique_Bend,@realDonaldTrump @robdelaney 🍆
RenierJustWonIt,@realdonaldtrump @LindseyGrahamSC @WhiteHouse @DavidJHarrisJr @TeamTrump @EricTrump @DonaldJTrumpJr @IvankaTrump… https://t.co/QolI3wS2GU
believeNtruth,RT @RepsForBiden: @realDonaldTrump The fact that you continue To hold mask less rallies during a deadly pandemic just tell us what you real…
JenNTorok76,@realDonaldTrump You are sick AF. How hard is it to be a decent human being? 🤮
THydrologist,@realDonaldTrump You had 4 years and did nothing!!! Why would anyone believe you now?!? #VoteThemAllOut
Flora47610194,@realDonaldTrump A better reading ... https://t.co/R3UHbXxPDd
SJcritic,@realDonaldTrump Yes! Screw old people! Genius idea to let them all die of Covid. Removing the weak an old will… https://t.co/evv4uThHz6
Nectaronice,@realDonaldTrump Show us the plan then?? Ohhh you dont have one
TwitchyTrudy,"@realDonaldTrump The only way to make this country great again is to repair the damage caused my this reckless, irresponsible con artist."
Makingmywayhome,"@realDonaldTrump I never realized the depth of your disdain for senior citizens. Which is odd, since you are one an… https://t.co/sCVis8tEHT"
AdkissonDon,@realDonaldTrump This is entirely illegal and you should know that but cheating is what you’re all about!… https://t.co/bNF3YJxqXD
IBeDense,"RT @change_agent4: @realDonaldTrump tRump’s strategy to fight COVID is herd immunity, which could kill up to 7-9 million people. He doesn’t…"
retireddude1,@realDonaldTrump https://t.co/3UApHMSbBR
donnaje07071945,RT @scientificrealm: @realDonaldTrump https://t.co/UNJz9AmY07
TStrapkovic,@realDonaldTrump https://t.co/O3xYaovQre
JesseAAllard,@realDonaldTrump https://t.co/s6xSGSEeIa
terri_lindman,@realDonaldTrump The very SAME system that elected you! 🤨
Fisherwithac,@realDonaldTrump Are you condoning this?  Of course you are so on brand. #VoteBidenHarris https://t.co/Gpgnk91pqI
2019Ir,@realDonaldTrump #Trump2020  #restartleader
DebDebya,@realDonaldTrump Florida was never your home state until NYC told you they didn't want you anymore.
willie18652605,@realDonaldTrump https://t.co/9DCrelXJcz
MommaO,@realDonaldTrump Vote Blue Pennsylvania!!!! https://t.co/sL8PA2kTee
mchilders1,@realDonaldTrump Take the Joe Rogan challenge!!
jasonpsuperstar,@realDonaldTrump Show us your plan then! 🤷‍♂️
donnaje07071945,RT @scientificrealm: @realDonaldTrump https://t.co/p6uYkiMuez
Belinda09684222,@realDonaldTrump Yes the rich still have their money. Us poor folks got nothing!!!
GarthLever,RT @whatnow1984: @realDonaldTrump You called fallen soldiers losers and suckers.
hdotard,@realDonaldTrump BREAKING   Minions working on behalf of cheater IMPOTUS were just busted for placing unauthorized… https://t.co/hDnjzpTYcz
onlythefactssir,RT @TheRealHoarse: @realDonaldTrump Imagine how much it’s going to suck to be unprotected from state prosecution.  You won’t enjoy that.
JohnC5359,@realDonaldTrump Really? Where's the plan you've been saying you have for years now? Where's the plan the repubs ha… https://t.co/H22knCPeac
LafizzyD,RT @BrainyFlatus: @realDonaldTrump “Break the law” says the “law and order” president.
roberboy55,@realDonaldTrump Thank you for willing to die for someone who doesn't care for you.
donnaje07071945,RT @scientificrealm: @realDonaldTrump https://t.co/Ertxfb7IXJ
missgreyday,"@realDonaldTrump Please, get some help. Talk to someone."
DaredevilofUS,@realDonaldTrump https://t.co/obV4YHvQas
lmf1030,@realDonaldTrump No. It’s called Voter Fraud. Putting up unofficial Ballot Boxes is Fraud and should be arrested.... IMMEDIATELY.!!!
johnnbread,RT @AliceBreen2: @realDonaldTrump https://t.co/w5lLaBUorK
MariaDeLaRosaR1,RT @bpjohnson5576: @realDonaldTrump Enjoying the last episode.  (Not really).  #TrumpGraveDancer https://t.co/8HkFvZfuX5
CharlotteMcnitt,@realDonaldTrump But yet there is no plan
TheKitastrophe,@realDonaldTrump What a child you are.
Djwalley1,"RT @kerstenpr: @realDonaldTrump Dancing on the graves of 215,000 Americans #TrumpGraveDancer https://t.co/GyunNaev5n"
donnaje07071945,RT @scientificrealm: @realDonaldTrump https://t.co/AG203VXom2
WOsrin,@realDonaldTrump @HouseGOP @SenateGOP Trump &amp; What’s Left of the Republican Party are going to lose like PIGS… https://t.co/zQuC4kPQEP
TammyJa58005315,RT @itsJeffTiedrich: @realDonaldTrump it's just our increasingly-erratic drugged-to-the-gills president of the united states promoting vote…
tyarandolph,RT @Stonekettle: @realDonaldTrump Show. Us. The. Plan.   Show us the plan. Where is it? Republicans have had LITERALLY decades to come up w…
saint_germain_Q,@realDonaldTrump #AtheistTrump has said: Help me spread my new message to those grieving for loved ones they have l… https://t.co/vBdHVOzRSX
cacollier77,@realDonaldTrump Ok ...WHAT IS YOUR PLAN? Don’t you think if you told us what it is it would make your reelection e… https://t.co/ifh1yGWzao
KahnerLinda,@realDonaldTrump VOTE BIDEN!
2019Ir,@realDonaldTrump #Trump2020  #restartleader
flcracker2,@realDonaldTrump #trump #florida Trump advisors embrace herd immunity and toast it with champagne https://t.co/sZuaDha20V
Rhonda03319804,"RT @iammix24: @realDonaldTrump Protesting is a 1A right! Conservatives protested peacefully but were branded as racists, while BLM, Antifa…"
donnaje07071945,RT @scientificrealm: @realDonaldTrump https://t.co/lpypSyfN0I
melissanccc,RT @PoliticsUncens1: @realDonaldTrump https://t.co/YjDUzl1vfS
Vicki45424407,RT @SharonD22588349: @realDonaldTrump https://t.co/QgwpHfciJ2
bxbkqnsiny2020,"@realDonaldTrump You want people to vote, freely and without intimidation? Say it."
__lulabells,@realDonaldTrump He could give two rats ass about you guys in PA. He will be there often ONLY because he needs your… https://t.co/tW55xusXh0
believeNtruth,RT @murray_nyc: @realDonaldTrump MAGA does not represent the diversity &amp; richness that is the United States of America. Trump has *never* b…
SuziQ523,"@realDonaldTrump WOW, THE MORON IN CHARGE GOT NEW SHARPIES, RAINBOW COLORS... Now he can draw a man, woman, person,… https://t.co/nxJYAJe17u"
ElleWibble,RT @judgeyourself99: @realDonaldTrump BUT HIS EMAILS https://t.co/GRFj338KS8
LafizzyD,RT @LeslieM3355: @realDonaldTrump LAW &amp; ORDER!!!  They are BREAKING THE LAW in the name of voter suppression.
kapperbunny1,@realDonaldTrump @POTUS You are about to be removed from office.  There are 3x the Democrats as GOP and they are go… https://t.co/ofiVzq5jTk
raybee98,RT @Phillip2020Vote: @realDonaldTrump Sen. Ben Sasse (R-NE) is lying. The American people want the winner of the 2020 election to pick the…
arvid_erickson,@realDonaldTrump You have less than 100 days to produce on this promise.  IN the first 2 years of your term you had… https://t.co/5fvFPuMqDy
comacho2020,@realDonaldTrump @POTUS @FLOTUS @tedcruz @BillStepien  President Trump great work so far.  I have 2 suggestions. 1.… https://t.co/TuSTRuZVzc
Pattyc26,@realDonaldTrump You are the worse President USA has had. BIDEN 2020
charlieWatling2,@realDonaldTrump VIRGINIA. DUMP TRUMP. VOTE FOR SANITY!!!
onlythefactssir,RT @Mnative13: @realDonaldTrump So Donald can you give us some details on your so called better healthcare plan?
PirateMorgana,@realDonaldTrump Yes!!  Vote Biden/Harris!! https://t.co/92dP5pttAU
RossyOnTheMic,@realDonaldTrump Broken record....scratch... broken record..scratch... broken record..scratch... broken record..scr… https://t.co/3AEVJGHXzM
ghamilton56,"RT @itsJeffTiedrich: @realDonaldTrump you had four years to make America quote-unquote ""great"" and now everything is in pieces. who could h…"
starrezzat,@realDonaldTrump @CoryBooker You had four years to come up with a plan....and it amounted to a big 0.
m1125mille,@realDonaldTrump How can trump pardon a crime if no crime committed - if he pardons a crime not yet know - he is ad… https://t.co/SmIYJBVjK3
Alyssa_Valine,"RT @HKrassenstein: @realDonaldTrump @OANN No, the Left is trying hard to make sure that history remembers that the Native Americans were br…"
sonsru,@realDonaldTrump 😂😂😂😂😂😂😂
LongRoadJourney,"@realDonaldTrump Well, this is illegal in California but sure, you love CRIME."
uswanie49,RT @MontyBoa99: @realDonaldTrump More fake accounts pretending to be black Trump supporters have been shut down by Facebook.  They originat…
No45justno1,@realDonaldTrump Been hearing that song for 4 years now and - nothing...
haasejw,@realDonaldTrump Vote Biden
rachelcannata,@realDonaldTrump You will never win in CA.
pabsays,RT @TalbertSwan: @realDonaldTrump They were plenty of arrests  Steve Bannon Roger Stone Paul Manafort Michael Cohen Michael Flynn Rick Gate…
SoCalledB,"@realDonaldTrump The bots know when to like your tweets, because anyone with a functioning brain knows your tweet i… https://t.co/YwLLYqn8jQ"
BroodiesH,@realDonaldTrump Where is the plan Donnie?  Show a PLAN!
Reza78096781,"@realDonaldTrump If Biden becomes president, he will not be the president of the United States, but the godfather a… https://t.co/bEBSZAPXKQ"
DaredevilofUS,RT @TomShafShafer: @realDonaldTrump Trump makes less sense with each passing day.  He is not well.
AlatonChandra,@realDonaldTrump https://t.co/Ycc3cQq0xD
4KFrenchie,@realDonaldTrump Check out my new bouncy ass beat!  🔥🔥🔥  https://t.co/JLkS2qhXM4
Vicki45424407,RT @LibsInAmerica: @realDonaldTrump People got in line at 5:00am knowing they would have to wait over two hours to get in. Almost everyone…
gorgenzola99,@realDonaldTrump https://t.co/cc3FEpM6MK
clint_list,@realDonaldTrump Probably has nothing to do with the Fed's expanded balance sheet... 🤔🙄 https://t.co/EBxDgBuaqr
hokiebrat,RT @tessasmarty: @realDonaldTrump Cheating isn't going to work this time #TheGOPisCorrupt #BidenHarrisToSaveAmerica #TrumpsAmericaSucks #Vo…
VALERIESUTHER14,"RT @kerstenpr: @realDonaldTrump Dancing on the graves of 215,000 Americans #TrumpGraveDancer https://t.co/GyunNaev5n"
clairefergu,"@realDonaldTrump Am confused, I thought the GOP were republican? So is he saying that people should be using the illegal boxes?"
AbbyRhodes07,@realDonaldTrump Excuse me.🤦🏽‍♀️@GovKemp defied our President &amp; hired K.Loeffler whose scheme is poison Kemp &amp; divi… https://t.co/FF32Ox54FV
PschultzSchultz,@realDonaldTrump Vote Biden
Kenneth86388297,@realDonaldTrump Hey it's time to make America more lousy again!
BunzA04802456,"RT @itsJeffTiedrich: @realDonaldTrump baloney. how long does it take to write a plan, bro? you've had four years and you've got nothing. th…"
porteous_amanda,@realDonaldTrump Imagine neing hated so much that that people from Georgia will wait in line for 11 hours to vote a… https://t.co/b6TZq7xrUJ
greenwhitelines,@realDonaldTrump Nop!
Roestreet29,@realDonaldTrump VOTE BIDEN VOTE BIDEN VOTE BIDEN VOTE BIDEN VOTE BIDEN
craig75274503,RT @fact_stubborn: @realDonaldTrump Morons for trump https://t.co/okKgA4fBX3
Melb14614126,"@realDonaldTrump Great night in Pennsylvania last night, I was able to spread my #TRUMPVIRUS to all of you. I’m SO… https://t.co/13eoJlMWfY"
IBLeTruth,RT @PollingPOTUS: @realDonaldTrump Do you support our POTUS? (Please help by retweeting and following before voting!) https://t.co/jkAtzpda…
pjsecluded,@realDonaldTrump So you’re admitting that Democrats should just let you cheat regardless of laws? Ok.
BenjaminEjslink,@realDonaldTrump Real Americans and True Patriots would never fly an alternative American Flag for it violates The… https://t.co/3qYKnAWrzP
FEARLES_LWT,@realDonaldTrump https://t.co/4TsbHu0Mxm
Cvon323,RT @eainsaunt: @realDonaldTrump It was bullshit four years ago and it’s bullshit now. #TrumpGraveDancer https://t.co/aminr8hIfY
s00kyrosin,RT @Welshsprout: @realDonaldTrump https://t.co/gSAwcoxfpr
DonnaArbogast7,RT @RWTrollPatrol: @realDonaldTrump Check this new video from @donwinslow and @springsteen out Puppet!   It'll make smoke come out your ear…
Trilobites,"@realDonaldTrump You’re no longer on Parler, or at least I can no longer see you there, did you leave Parler? To ba… https://t.co/ADazUUS8R1"
TStrapkovic,@realDonaldTrump https://t.co/eWFCQmlSmV
USBCable,"@realDonaldTrump So to recap - Democrat’s will be providing far better Healthcare than the republicans , at a far l… https://t.co/bwPcHOXlUj"
DaredevilofUS,RT @retiredknitwit: @realDonaldTrump Most Canadians want the border to remain closed. Who wants Coronavirus and Guns?  They could be RAPIST…
onlythefactssir,"RT @bblock29: @realDonaldTrump Let me guess, in 2 weeks?"
janisfulks,@realDonaldTrump In Georgia and will be voting #BidenHarris
2019Ir,@realDonaldTrump #Trump2020  #restartleader
wildblackinson,@realDonaldTrump $750.00  Taking advantage https://t.co/031YrFuWF6
Raqsayingthings,@realDonaldTrump maniac Don needs to be drug tested. What kind of uppers are you on sweetie?
PWarrior2020,@realDonaldTrump Columbus Day has brought Christianity to America and elesewhere---God's Rules not man's rules🇺🇸🤞🏽🙏🏻✝️
FEARLES_LWT,@realDonaldTrump https://t.co/4TsbHu0Mxm
LaughingGiraffy,@realDonaldTrump Well they’ve been waiting on you to make it great again for 4 years. Time to give the job to an adult. #BidenHarris
corrado2nv,@realDonaldTrump Who do you think Kamala will pick Adam her VP. I’m guessing AOC.
dick_davis184,@realDonaldTrump How is this possible? Do you plan to issue executive orders dictating healthcare industry profits?
flamecrash3223,@realDonaldTrump https://t.co/kPWCU7Yn6z
stansburyj,@realDonaldTrump America can't afford to line your pockets anymore.  https://t.co/soRMA1gU9k
flatrock74,"RT @scottwalkerwtch: @realDonaldTrump Trump blamed Gold Star families for giving him COVID-19.   What else?  ""My f*cking generals are a bun…"
Bill11588588,@realDonaldTrump Because he is listening to the doctors and science and your not.
EugJHawk,@realDonaldTrump #BLM #DesperateTrumpWillDoAnything #GOPLetHimInfectUs #2MillionDeadPerYearWithTrumpsHerdImmunity… https://t.co/TybyTvHmQg
ReslientM,@realDonaldTrump Yeah we win you again. I’m tired of that kind of “winning”. No thanks. Voting for Biden. Move along now.
Ec773312,@realDonaldTrump https://t.co/p5n7CRQwRO
Dragank11,@realDonaldTrump https://t.co/Yx35ZMinrA
JoCadoNul,RT @scientificrealm: @realDonaldTrump https://t.co/wmpBIOfzKu
JesseAAllard,@realDonaldTrump https://t.co/s6xSGSEeIa
sheltielove,@realDonaldTrump Traitor in White House promoting crimes - par for the course from a lifelong criminal!
whmoron,@realDonaldTrump You already let us down. https://t.co/vAonXAUnsH
retireddude1,@realDonaldTrump https://t.co/K6tr9hkZEY
Autotaz,@realDonaldTrump #DumpTrump https://t.co/6HI8gXiTEE
Nelson92793164,@realDonaldTrump I love how you told Puerto Rico to vote for you! Hahahaha you fucking moron!!!!!!!
H0BILICIOUS,@realDonaldTrump sir are you sure want to say this
sandylee945,RT @AMarie39755365: @realDonaldTrump trump KNEW the risk... trump KNEW what to do... trump DID...          NOTHING!!!  #EndTheNightmare  ht…
potushariylegs,"@realDonaldTrump How about a flat tax rate for all? No loopholes, no write offs, no offshore accounts, everyone no… https://t.co/vEPJRhuRrA"
BLOCKS03517314,@realDonaldTrump tRUMP stole $2M from his own charity foundation to pay for campaign debts. This happened before he… https://t.co/zj1rgxYN66
FEARLES_LWT,@realDonaldTrump https://t.co/4TsbHu0Mxm
Cvon323,"RT @kerstenpr: @realDonaldTrump Dancing on the graves of 215,000 Americans #TrumpGraveDancer https://t.co/GyunNaev5n"
PragmaticPopul3,@realDonaldTrump How much of Putin's cum did you have to gargle to become so un-American?
Infowars5G,"RT @johnpavlovitz: @realDonaldTrump The economy is not the Stock Market, stupid.  You think all those bankruptcies and decades of tax fraud…"
MHonyoust,RT @davidmweissman: @realDonaldTrump Stop using veterans for voting props when you call us losers and suckers behind our backs.
DonnaBattiston1,@realDonaldTrump https://t.co/uGZmkNebep
LindaMa84889149,@realDonaldTrump #VoteHimOut  #VoteBlueToSaveAmerica  #VoterSuppression by Republicans
behaviorizing,"@realDonaldTrump ‼️‼️#VoteBiden friends, we need to #BoycottNBC, but that can be just the beginning- please read- https://t.co/K2UD2aUbwc"
HeidiOmahony,RT @onlytruthhere: @realDonaldTrump https://t.co/kd5lxxbW9a
BahramSasani,"@realDonaldTrump Viva Mr. President Trump, you are the very BEST and a Gentleman. 👍 🌹 You are a HERO  Mr. President… https://t.co/HLB7PjPIHf"
2019Ir,@realDonaldTrump #Trump2020  #restartleader
FEARLES_LWT,@realDonaldTrump https://t.co/4TsbHu0Mxm
gukkierise,@realDonaldTrump You’e one to talk you old musty bitch
akgee,RT @MyChoctawNation: @realDonaldTrump https://t.co/UnUumXPpSs
karenlynnrichar,@realDonaldTrump If you can figure out how to do it it would have been done before now
tkreska,"@realDonaldTrump In short, no they havent. This has been illegal for a long time"
wahchek,"@realDonaldTrump Another 'massive' Trump conspiracy theory totally fizzles out By Chris Cillizza, CNN Editor-at-lar… https://t.co/sQtw8MNTCU"
johnframanning,@realDonaldTrump vote Biden. https://t.co/RpvWvDRAds
boys3mom,@realDonaldTrump You have already let this country down. Your lack of leadership during this Covid crisis is abhorrent.
jamie_1960,@realDonaldTrump Vote the bums out! Donny doesn't care about any of you unless you can pay off his outstanding debt… https://t.co/EEM7x8CGbA
DenaePFA,"@realDonaldTrump Memes don't vote, and usually are more insulting and hurtful to one's campaign than insightful or… https://t.co/nzw3gE76KM"
MrTibio,@realDonaldTrump Puedes pensar de Trump lo que quieras pero si humor es la hostia
LeonCasula,RT @scientificrealm: @realDonaldTrump https://t.co/qNlPFKWUpK
shoelion1,@realDonaldTrump https://t.co/4X39RlZpzY
Lily_59,@realDonaldTrump @senatemajldr @LindseyGrahamSC @ChuckGrassley @SenMikeLee @SenCoryGardner @MittRomney @marcorubio… https://t.co/xZd7cWzOAM
goonreport,@realDonaldTrump And what have you done on healthcare?
PatrickPgriffin,@realDonaldTrump We do want you to go home
sweeteyes1266,RT @RitaWatnick: @realDonaldTrump Trump claims there is “no systemic racism” and he “loves veterans.” Neither are true.  VA investigated af…
dStroemsborg,@realDonaldTrump are you doing copy/past on your 2016 promise? And BTW... How about showing the best plan ever... T… https://t.co/axMaGLpaxb
anistonxme,@realDonaldTrump You’re almost the same age 🙃🙃🙃🙃
Jason34086300,@realDonaldTrump Thank you Sir!!!  We Love You!!!!  Mr. President what about looking into the Vystar Corporation (O… https://t.co/N78AEbeJPW
mggoodnow,@realDonaldTrump https://t.co/BwQcA1I8xx
sophredraider,"@realDonaldTrump Don’t you mean YOU win?  Because in the end it’s all about YOU, isn’t it?"
Demgirl50,RT @Phillip2020Vote: @realDonaldTrump Message from a real President and Nobel Prize winner...
FEARLES_LWT,@realDonaldTrump https://t.co/4TsbHu0Mxm
svendottoj,@realDonaldTrump Around the world people are looking forward to respect the President of US. Please make a change
SniaMariaGome11,@realDonaldTrump 👏👏👏👍🏼👍🏼
flamecrash3223,@realDonaldTrump https://t.co/kGhKMT1GCo
BarnettPenni,@realDonaldTrump https://t.co/UkUHju5aB3
humptytrumpety,"@realDonaldTrump TRUMP'S MESSAGE TO THE GOP:    CONTINUE TO FIGHT DIRTY, REPUBLICANS, U HAVE MY PERMISSION &amp; SUPPOR… https://t.co/ENGswUP0dO"
rosecolourgs,RT @not_an_0pinion: @realDonaldTrump #TrumpGraveDancer #TrumpGraveDancer #TrumpGraveDancer #TrumpGraveDancer  #TrumpGraveDancer  #TrumpGrav…
padan11,@realDonaldTrump @Reince 4 YEARS AGO- McConnell Blocked Obama's choice for a supreme court justice 8 MONTHS Before… https://t.co/3vQGWq0Lrq
bob_sandhu,"@realDonaldTrump Let’s see.... Military &amp; Vets- POWs aren’t heroes, vets who oppose your are “human scum,” attacks… https://t.co/ZXrRGIath2"
jayymz,"RT @itsJeffTiedrich: @realDonaldTrump you had four years to make America quote-unquote ""great"" and now everything is in pieces. who could h…"
HeidiOmahony,RT @HKrassenstein: @realDonaldTrump Trump’s promise of healthcare in 2020 is just like his promise of healthcare in 2016.  It is empty!
BamjcastA,RT @vghs72: @realDonaldTrump You are a failure.  Failure as a son.  Failure as a student.  Failure as a husband.  Failure as a father.  Fai…
NoMoreDonaldJ,"@realDonaldTrump Herd Immunity is Mass Murder. Immunity after infection may not take place, if it does it may not l… https://t.co/ISl5iQimgf"
MakerHamburger,@realDonaldTrump To all the right wing pro lifers out there he received cells from aborted fetuses to cure him of c… https://t.co/fLSLaPMxbM
BunzA04802456,RT @TonyClift8: @realDonaldTrump #TrumpIsALaughingStock   FOUR YEARS........... WHERE'S THE PLAN?!?                 LIAR!!!! https://t.co/f…
franzjaeger_ber,"@realDonaldTrump Does anyone think that claim is convincing anybody to vote for Trump, who has been previously pref… https://t.co/r0qCLbDYBK"
Philiaravon,RT @itsJeffTiedrich: @realDonaldTrump imagine being this proud of being this childish
HeidiOmahony,RT @HKrassenstein: @realDonaldTrump If you really meant this you would be able to show us a real plan.  You had 4 years and you have not ev…
harves451,"RT @mmpadellan: @realDonaldTrump You're going to lose anyway, Spanky, so I guess you might as well have fun while you're doing it.  But the…"
zebra87472245,RT @RaineyWhite: @realDonaldTrump No Donny you won’t be back.  Your a one term loser.  Laughing stock of the nation.   But to me your very…
sss1112227,@realDonaldTrump President Trump is the undisputed strongest man in the world
Lambert_Noel,@realDonaldTrump It sure is!  Vote Biden and get rid of the Orange Imbecile.  #WorstPresidentInHistory #AmericaOrTrump #TRE45ON
Pagramma148,@realDonaldTrump VOTE BIDEN https://t.co/HUSeDTcgk3
SHolacik,@realDonaldTrump Damn
Houstonbeard13,@realDonaldTrump 😂😂😂😂😂😂😂😂
DaredevilofUS,@realDonaldTrump AGAINST YOUR ASS!!
onlythefactssir,RT @irishrygirl: @realDonaldTrump Or we could just expand on and improve the ACA which has helped millions. https://t.co/I0GsZjj8Tf
JoCadoNul,RT @scientificrealm: @realDonaldTrump https://t.co/rTUVU3wfJF
kewhi_83,@realDonaldTrump No they haven't. Was that a serious question?
Michael47495627,"@realDonaldTrump If people believed you, you wouldn’t need to keep saying it. You don’t care"
homeemaintain,@realDonaldTrump I’ll forego my stimulus check if you’ll resign.
resistali,@realDonaldTrump Vote Biden!
Julia_Kath,"@realDonaldTrump Also, all them long lines and not ONE single red hat wearing MAGA’t to be found! LOL 😂"
